#
# Format:  CODE : ISOC : LAT : LONG : Description
#
YYC:CYYC:51.1138889:-114.0200000:3557:Calgary, Alberta, Canada
YYD:CYYD:54.8247222:-127.1827778:1716:Smithers, British Columbia, Canada
YYE:CYYE:58.8369444:-122.5966667:1253:Ft. Nelson, British Columbia, Canada
YYF:CYYF:49.4630556:-119.6016667:1129:Penticton, British Columbia, Canada
YYG:CYYG:46.2883333:-63.1291667:177:Charlottetown, Prince Edward Island, Canada
YYJ:CYYJ:48.6469444:-123.4258333:62:Victoria, British Columbia, Canada
YYR:CYYR:53.3191667:-60.4258333:160:Goose Bay, Newfoundland, Canada
YYT:CYYT:47.6186111:-52.7519444:459:St. John's, Newfoundland, Canada
YYY:CYYY:48.6086111:-68.2080556:171:Mont-Joli, Quebec, Canada
YYZ:CYYZ:43.6772222:-79.6305556:568:Lester B. Pearson International, Toronto
YZF:CYZF:62.4627778:-114.4402778:676:Yellowknife, Northwest Territories, Canada
YZR:CYZR:42.9994444:-82.3088889:594:Sarnia, Ontario, Canada
YZV:CYZV:50.2241667:-66.2661111:180:Sept-Iles, Quebec, Canada
ZBF:CZBF:47.6297222:-65.7388889:193:Bathurst, New Brunswick, Canada
ZBT:::::Bus Service, Aarhus, Denmark
ZGS:CZGS:50.3333333:-60.6666667::Gethsemani, Quebec, Canada
ZKG:CZKG:50.1833333:-61.2833333::Kegaska, Quebec, Canada
ZRH:LSZH:47.4583333:8.5480556:1417:Zurich, Switzerland
